meal_id,date,meal_type,menu_name,ingredients,planned_portions
M0397,2025-05-13,Café,Camarao com tomate,"[""beterraba"", ""batata doce"", ""pimenta"", ""frango"", ""batata"", ""espinafre"", ""ervilha""]",68
M0398,2025-05-13,Almoço,Beterraba com banana,"[""tofu"", ""salsinha"", ""feijao"", ""ervilha"", ""creme de leite""]",82
M0399,2025-05-13,Jantar,Pimenta com batata doce,"[""manteiga"", ""manga"", ""sal"", ""alho"", ""ervilha"", ""espinafre"", ""ovo""]",61
M0400,2025-05-14,Café,Fricassé,"[""feijao"", ""fermento"", ""espinafre"", ""frango"", ""pimenta""]",93
M0401,2025-05-14,Almoço,Manteiga com abacaxi,"[""queijo"", ""cenoura"", ""pao"", ""cogumelo"", ""espinafre""]",94
M0402,2025-05-14,Jantar,Chocolate com frango,"[""manga"", ""ervilha"", ""manteiga"", ""ovo"", ""pao""]",97
M0403,2025-05-15,Café,Alho com farinha,"[""mamao"", ""feijao"", ""creme de leite"", ""molho de tomate"", ""manteiga"", ""manga""]",96
M0404,2025-05-15,Almoço,Leite com mamao,"[""oregano"", ""salsinha"", ""cebola"", ""ovo"", ""macarrao""]",65
M0405,2025-05-15,Jantar,Frango com pao,"[""feijao"", ""pimenta-do-reino"", ""pimenta"", ""arroz"", ""azeite""]",99
M0406,2025-05-16,Café,Macarrão ao sugo e Carne moída,"[""creme de leite"", ""ovo"", ""alho"", ""frango"", ""feijao"", ""leite""]",97
M0407,2025-05-16,Almoço,Creme De Leite com leite,"[""pimenta-do-reino"", ""iogurte"", ""carne moida"", ""creme de leite""]",102
M0408,2025-05-16,Jantar,Milho com abacaxi,"[""azeite"", ""cebola"", ""alho"", ""peixe""]",70
M0409,2025-05-17,Café,Leite Condensado com brocolis,"[""camarao"", ""alho"", ""ovo"", ""creme de leite"", ""batata doce"", ""molho de tomate"", ""mandioca""]",110
M0410,2025-05-17,Almoço,Manteiga com laranja,"[""ervilha"", ""cebola"", ""leite condensado"", ""molho de tomate"", ""tomate""]",68
M0411,2025-05-17,Jantar,Ovo com chocolate,"[""molho de tomate"", ""manga"", ""milho"", ""fermento""]",96
M0412,2025-05-18,Café,Macarrao com banana,"[""mandioca"", ""laranja"", ""tofu"", ""manga"", ""cenoura"", ""oregano""]",69
M0413,2025-05-18,Almoço,Azeite com farinha,"[""pao"", ""manteiga"", ""alho"", ""queijo""]",100
M0414,2025-05-18,Jantar,Batata com leite condensado,"[""couve"", ""arroz"", ""aveia"", ""maca"", ""pao"", ""molho de tomate""]",64
M0415,2025-05-19,Café,Manteiga com aveia,"[""leite condensado"", ""arroz"", ""frango"", ""ervilha""]",88
M0416,2025-05-19,Almoço,Leite Condensado com beterraba,"[""beterraba"", ""oregano"", ""ervilha"", ""manteiga"", ""salsinha""]",84
M0417,2025-05-19,Jantar,Cenoura com oregano,"[""queijo"", ""couve"", ""carne moida"", ""macarrao"", ""tomate""]",61
M0418,2025-05-20,Café,Alho com aveia,"[""carne moida"", ""azeite"", ""queijo"", ""ervilha""]",70
M0419,2025-05-20,Almoço,Leite Condensado com carne moida,"[""azeite"", ""abacaxi"", ""mandioca"", ""pimenta""]",105
M0420,2025-05-20,Jantar,Feijao com couve,"[""abacaxi"", ""brocolis"", ""queijo"", ""frango"", ""cenoura""]",81
M0421,2025-05-21,Café,Maca com banana,"[""molho de tomate"", ""batata doce"", ""leite condensado"", ""chocolate"", ""salsinha"", ""aveia"", ""cogumelo""]",78
M0422,2025-05-21,Almoço,Cebola com pao,"[""frango"", ""milho"", ""manga"", ""batata doce""]",91
M0423,2025-05-21,Jantar,Leite com frango,"[""arroz"", ""brocolis"", ""batata"", ""tomate"", ""cogumelo"", ""tofu""]",98
M0424,2025-05-22,Café,Carne bovina,"[""feijao"", ""maca"", ""queijo"", ""tofu""]",78
M0425,2025-05-22,Almoço,Batata com oregano,"[""cebola"", ""milho"", ""pimenta"", ""oregano""]",102
M0426,2025-05-22,Jantar,Aveia com batata,"[""ovo"", ""iogurte"", ""ervilha"", ""farinha"", ""fermento"", ""couve"", ""macarrao""]",76
M0427,2025-05-23,Café,Couve com pimenta,"[""laranja"", ""espinafre"", ""manga"", ""frango"", ""leite"", ""molho de tomate""]",102
M0428,2025-05-23,Almoço,Cenoura com batata,"[""salsinha"", ""beterraba"", ""mamao"", ""laranja"", ""batata doce"", ""frango""]",84
M0429,2025-05-23,Jantar,Panqueca,"[""manga"", ""pao"", ""pimenta"", ""cebola"", ""batata"", ""milho"", ""macarrao""]",92
M0430,2025-05-24,Café,Manga com pimenta-do-reino,"[""abobrinha"", ""farinha"", ""couve"", ""ovo"", ""queijo""]",73
M0431,2025-05-24,Almoço,Macarrão ao sugo e Carne moída,"[""brocolis"", ""batata"", ""ervas finas"", ""banana""]",100
M0432,2025-05-24,Jantar,Leite com mandioca,"[""alho"", ""leite condensado"", ""carne moida"", ""batata"", ""ervilha"", ""batata doce""]",85
M0433,2025-05-25,Café,Batata Doce com alho,"[""pimenta-do-reino"", ""lentilha"", ""arroz"", ""molho de tomate"", ""mandioca"", ""mamao""]",93
M0434,2025-05-25,Almoço,Beterraba com abobrinha,"[""leite"", ""fermento"", ""manga"", ""mamao"", ""leite condensado"", ""cenoura"", ""molho de tomate""]",96
M0435,2025-05-25,Jantar,Fermento com cenoura,"[""salsinha"", ""manteiga"", ""beterraba"", ""aveia"", ""ervilha"", ""camarao""]",91
M0436,2025-05-26,Café,Manga com mandioca,"[""macarrao"", ""ovo"", ""espinafre"", ""milho"", ""leite"", ""mandioca"", ""abacaxi""]",103
M0437,2025-05-26,Almoço,Molho De Tomate com milho,"[""milho"", ""azeite"", ""molho de tomate"", ""pao""]",63
M0438,2025-05-26,Jantar,Chocolate com pimenta,"[""iogurte"", ""feijao"", ""azeite"", ""cebola"", ""leite condensado"", ""espinafre""]",91
M0439,2025-05-27,Café,Molho De Tomate com ervas finas,"[""laranja"", ""peixe"", ""cebola"", ""chocolate""]",88
M0440,2025-05-27,Almoço,Fermento com alho,"[""leite condensado"", ""beterraba"", ""abacaxi"", ""camarao"", ""batata"", ""banana""]",88
M0441,2025-05-27,Jantar,Maca com brocolis,"[""farinha"", ""pimenta-do-reino"", ""iogurte"", ""frango"", ""sal"", ""queijo"", ""carne moida""]",79
M0442,2025-05-28,Café,Creme De Leite com sal,"[""peixe"", ""pimenta-do-reino"", ""manga"", ""feijao"", ""ovo"", ""banana"", ""molho de tomate""]",63
M0443,2025-05-28,Almoço,Pao com macarrao,"[""frango"", ""iogurte"", ""creme de leite"", ""banana"", ""espinafre"", ""farinha"", ""lentilha""]",92
M0444,2025-05-28,Jantar,Milho com camarao,"[""ervas finas"", ""feijao"", ""pao"", ""iogurte""]",91
M0445,2025-05-29,Café,Abacaxi com couve,"[""pimenta"", ""mamao"", ""batata doce"", ""manteiga"", ""queijo""]",76
M0446,2025-05-29,Almoço,Chocolate com molho de tomate,"[""tomate"", ""feijao"", ""ervilha"", ""frango""]",70
M0447,2025-05-29,Jantar,Manga com maca,"[""camarao"", ""laranja"", ""ervas finas"", ""maca"", ""espinafre""]",101
M0448,2025-05-30,Café,Beterraba com pimenta-do-reino,"[""fermento"", ""ervas finas"", ""arroz"", ""pimenta""]",68
M0449,2025-05-30,Almoço,Camarao com ovo,"[""laranja"", ""aveia"", ""abacaxi"", ""cebola""]",105
M0450,2025-05-30,Jantar,Creme De Leite com camarao,"[""brocolis"", ""ervilha"", ""manteiga"", ""lentilha"", ""aveia"", ""maca""]",89
M0451,2025-05-31,Café,Cebola com molho de tomate,"[""mamao"", ""cenoura"", ""arroz"", ""sal"", ""cogumelo"", ""iogurte"", ""batata doce""]",101
M0452,2025-05-31,Almoço,Abacaxi com mandioca,"[""cebola"", ""ervas finas"", ""cenoura"", ""pimenta"", ""carne moida"", ""azeite""]",77
M0453,2025-05-31,Jantar,Tofu com alho,"[""aveia"", ""camarao"", ""creme de leite"", ""farinha"", ""cebola"", ""banana""]",69
M0454,2025-06-01,Café,Pimenta-Do-Reino com fermento,"[""frango"", ""abacaxi"", ""milho"", ""cogumelo"", ""alho""]",103
M0455,2025-06-01,Almoço,Peixe com chocolate,"[""camarao"", ""oregano"", ""tomate"", ""aveia""]",86
M0456,2025-06-01,Jantar,Milho com ervilha,"[""mamao"", ""creme de leite"", ""manga"", ""banana""]",81
M0457,2025-06-02,Café,Leite Condensado com creme de leite,"[""ervas finas"", ""salsinha"", ""tofu"", ""pimenta"", ""cogumelo""]",82
M0458,2025-06-02,Almoço,Sal com cebola,"[""cogumelo"", ""batata doce"", ""ovo"", ""tomate"", ""cenoura""]",90
M0459,2025-06-02,Jantar,Peixe com farinha,"[""leite condensado"", ""batata doce"", ""ovo"", ""ervas finas"", ""azeite"", ""camarao""]",65
M0460,2025-06-03,Café,Laranja com iogurte,"[""chocolate"", ""cebola"", ""beterraba"", ""azeite"", ""iogurte""]",76
M0461,2025-06-03,Almoço,Mamao com tomate,"[""abobrinha"", ""pimenta"", ""frango"", ""tofu"", ""mamao"", ""creme de leite"", ""mandioca""]",64
M0462,2025-06-03,Jantar,Carne bovina,"[""ervas finas"", ""ervilha"", ""pimenta-do-reino"", ""cebola""]",86
M0463,2025-06-04,Café,Frango com queijo,"[""banana"", ""azeite"", ""beterraba"", ""manga"", ""lentilha""]",69
M0464,2025-06-04,Almoço,Alho com leite condensado,"[""fermento"", ""batata"", ""oregano"", ""azeite"", ""tofu""]",71
M0465,2025-06-04,Jantar,Alho com camarao,"[""arroz"", ""couve"", ""espinafre"", ""maca""]",108
M0466,2025-06-05,Café,Fermento com queijo,"[""oregano"", ""farinha"", ""fermento"", ""batata"", ""peixe""]",99
M0467,2025-06-05,Almoço,Brocolis com camarao,"[""milho"", ""brocolis"", ""pimenta"", ""ervilha"", ""arroz"", ""macarrao"", ""salsinha""]",72
M0468,2025-06-05,Jantar,Leite Condensado com iogurte,"[""alho"", ""farinha"", ""pimenta-do-reino"", ""banana""]",61
M0469,2025-06-06,Café,Ervas Finas com arroz,"[""laranja"", ""molho de tomate"", ""manteiga"", ""cebola"", ""peixe""]",66
M0470,2025-06-06,Almoço,Ervilha com pimenta-do-reino,"[""queijo"", ""carne moida"", ""macarrao"", ""cebola"", ""tomate"", ""lentilha""]",106
M0471,2025-06-06,Jantar,Pimenta-Do-Reino com mandioca,"[""brocolis"", ""ervas finas"", ""peixe"", ""azeite"", ""oregano"", ""manteiga""]",108
M0472,2025-06-07,Café,Banana com queijo,"[""feijao"", ""laranja"", ""farinha"", ""leite condensado"", ""peixe"", ""maca"", ""fermento""]",97
M0473,2025-06-07,Almoço,Sal com queijo,"[""iogurte"", ""creme de leite"", ""camarao"", ""macarrao""]",84
M0474,2025-06-07,Jantar,Tofu com aveia,"[""abacaxi"", ""frango"", ""cogumelo"", ""cenoura""]",101
M0475,2025-06-08,Café,Feijao com carne moida,"[""beterraba"", ""couve"", ""ervilha"", ""abobrinha""]",95
M0476,2025-06-08,Almoço,Aveia com oregano,"[""maca"", ""molho de tomate"", ""ervas finas"", ""tofu"", ""arroz""]",79
M0477,2025-06-08,Jantar,Beterraba com ervas finas,"[""cogumelo"", ""pimenta-do-reino"", ""espinafre"", ""mandioca""]",98
M0478,2025-06-09,Café,Molho De Tomate com peixe,"[""cenoura"", ""sal"", ""leite condensado"", ""mandioca"", ""abobrinha"", ""tomate"", ""creme de leite""]",110
M0479,2025-06-09,Almoço,Cenoura com sal,"[""abacaxi"", ""banana"", ""fermento"", ""aveia"", ""pimenta-do-reino""]",72
M0480,2025-06-09,Jantar,Manteiga com leite condensado,"[""tomate"", ""queijo"", ""macarrao"", ""batata doce"", ""oregano"", ""maca"", ""pimenta""]",81
M0481,2025-06-10,Café,Pao com arroz,"[""cogumelo"", ""batata"", ""abobrinha"", ""manga""]",102
M0482,2025-06-10,Almoço,Oregano com leite,"[""fermento"", ""sal"", ""carne moida"", ""leite condensado""]",106
M0483,2025-06-10,Jantar,Cenoura com espinafre,"[""lentilha"", ""tomate"", ""aveia"", ""frango"", ""cenoura""]",71
M0484,2025-06-11,Café,Macarrao com cebola,"[""ervas finas"", ""alho"", ""brocolis"", ""abobrinha"", ""cenoura"", ""macarrao""]",60
M0485,2025-06-11,Almoço,Peixe com ervas finas,"[""azeite"", ""manteiga"", ""couve"", ""mandioca"", ""espinafre""]",106
M0486,2025-06-11,Jantar,Batata com ervilha,"[""ovo"", ""abobrinha"", ""milho"", ""chocolate"", ""lentilha"", ""espinafre""]",84
M0487,2025-06-12,Café,Molho De Tomate com pimenta,"[""camarao"", ""queijo"", ""abobrinha"", ""peixe"", ""molho de tomate"", ""frango"", ""farinha""]",66
M0488,2025-06-12,Almoço,Beterraba com abacaxi,"[""manga"", ""ervas finas"", ""couve"", ""ovo"", ""mandioca"", ""ervilha"", ""manteiga""]",99
M0489,2025-06-12,Jantar,Feijao com molho de tomate,"[""pimenta"", ""oregano"", ""abobrinha"", ""beterraba"", ""couve""]",62
M0490,2025-06-13,Café,Carne Moida com espinafre,"[""arroz"", ""creme de leite"", ""ervas finas"", ""pimenta-do-reino"", ""manga"", ""farinha""]",74
M0491,2025-06-13,Almoço,Cogumelo com azeite,"[""brocolis"", ""cogumelo"", ""leite condensado"", ""pao""]",90
M0492,2025-06-13,Jantar,Manteiga com ervas finas,"[""leite"", ""batata doce"", ""mandioca"", ""frango"", ""arroz"", ""camarao"", ""queijo""]",92
M0493,2025-06-14,Café,Pimenta com sal,"[""carne moida"", ""farinha"", ""oregano"", ""alho"", ""pao""]",81
M0494,2025-06-14,Almoço,Espinafre com frango,"[""batata doce"", ""camarao"", ""ervilha"", ""milho"", ""pao""]",65
M0495,2025-06-14,Jantar,Lentilha com couve,"[""batata"", ""oregano"", ""couve"", ""alho"", ""abobrinha"", ""farinha"", ""camarao""]",61
M0496,2025-06-15,Café,Cenoura com beterraba,"[""macarrao"", ""batata doce"", ""farinha"", ""arroz"", ""batata"", ""abacaxi"", ""mandioca""]",100
M0497,2025-06-15,Almoço,Cebola com pimenta-do-reino,"[""camarao"", ""cogumelo"", ""lentilha"", ""azeite"", ""iogurte""]",63
M0498,2025-06-15,Jantar,Laranja com pimenta,"[""batata doce"", ""mandioca"", ""abacaxi"", ""pimenta"", ""creme de leite"", ""cogumelo""]",83
M0499,2025-06-16,Café,Creme De Leite com couve,"[""cenoura"", ""farinha"", ""cogumelo"", ""laranja""]",60
M0500,2025-06-16,Almoço,Azeite com iogurte,"[""batata doce"", ""pimenta-do-reino"", ""iogurte"", ""molho de tomate"", ""cenoura"", ""macarrao""]",70
M0501,2025-06-16,Jantar,Oregano com peixe,"[""cenoura"", ""aveia"", ""mandioca"", ""banana"", ""leite condensado"", ""abobrinha"", ""milho""]",73
M0502,2025-06-17,Café,Lentilha com banana,"[""cenoura"", ""farinha"", ""beterraba"", ""macarrao"", ""tofu"", ""ervas finas""]",97
M0503,2025-06-17,Almoço,Abobrinha com lentilha,"[""cogumelo"", ""mamao"", ""sal"", ""peixe"", ""oregano"", ""arroz"", ""pimenta-do-reino""]",107
M0504,2025-06-17,Jantar,Frango com manga,"[""mamao"", ""pimenta"", ""sal"", ""ovo"", ""molho de tomate"", ""fermento"", ""leite condensado""]",106
M0505,2025-06-18,Café,Peixe com cenoura,"[""cogumelo"", ""abacaxi"", ""farinha"", ""alho"", ""sal"", ""ervilha"", ""beterraba""]",98
M0506,2025-06-18,Almoço,Molho De Tomate com fermento,"[""espinafre"", ""milho"", ""azeite"", ""tomate"", ""couve""]",68
M0507,2025-06-18,Jantar,Peixe com brocolis,"[""molho de tomate"", ""batata doce"", ""alho"", ""creme de leite"", ""farinha"", ""tofu""]",73
M0508,2025-06-19,Café,Banana com laranja,"[""ervas finas"", ""manteiga"", ""fermento"", ""peixe"", ""creme de leite"", ""camarao""]",71
M0509,2025-06-19,Almoço,Sal com batata doce,"[""creme de leite"", ""abobrinha"", ""manteiga"", ""batata doce"", ""pimenta"", ""mamao""]",96
M0510,2025-06-19,Jantar,Cogumelo com leite condensado,"[""ervas finas"", ""chocolate"", ""salsinha"", ""tomate"", ""brocolis"", ""arroz"", ""pimenta-do-reino""]",66
M0511,2025-06-20,Café,Feijao com milho,"[""frango"", ""cogumelo"", ""banana"", ""espinafre"", ""farinha""]",110
M0512,2025-06-20,Almoço,Queijo com cebola,"[""leite"", ""frango"", ""molho de tomate"", ""tomate"", ""maca"", ""salsinha""]",62
M0513,2025-06-20,Jantar,Manteiga com lentilha,"[""mandioca"", ""ervas finas"", ""chocolate"", ""batata doce""]",74
M0514,2025-06-21,Café,Chocolate com camarao,"[""pao"", ""sal"", ""molho de tomate"", ""tomate"", ""chocolate"", ""cogumelo"", ""frango""]",84
M0515,2025-06-21,Almoço,Ervilha com brocolis,"[""batata doce"", ""frango"", ""arroz"", ""aveia"", ""banana"", ""mandioca""]",109
M0516,2025-06-21,Jantar,Couve com laranja,"[""farinha"", ""mamao"", ""salsinha"", ""abacaxi"", ""banana"", ""creme de leite""]",78
M0517,2025-06-22,Café,Couve com ovo,"[""ovo"", ""chocolate"", ""sal"", ""abobrinha""]",84
M0518,2025-06-22,Almoço,Macarrao com couve,"[""batata doce"", ""aveia"", ""peixe"", ""queijo"", ""mamao"", ""farinha""]",60
M0519,2025-06-22,Jantar,Azeite com pimenta,"[""macarrao"", ""leite"", ""alho"", ""abacaxi"", ""frango""]",109
M0520,2025-06-23,Café,Tofu com mandioca,"[""oregano"", ""manga"", ""batata doce"", ""manteiga"", ""carne moida"", ""alho""]",93
M0521,2025-06-23,Almoço,Laranja com ovo,"[""sal"", ""queijo"", ""beterraba"", ""salsinha""]",94
M0522,2025-06-23,Jantar,Milho com batata,"[""laranja"", ""maca"", ""cogumelo"", ""azeite"", ""leite condensado"", ""iogurte""]",78
M0523,2025-06-24,Café,Maca com fermento,"[""batata doce"", ""farinha"", ""camarao"", ""arroz"", ""abobrinha"", ""cogumelo"", ""manteiga""]",88
M0524,2025-06-24,Almoço,Pao com cogumelo,"[""macarrao"", ""ervas finas"", ""alho"", ""ervilha"", ""abobrinha""]",84
M0525,2025-06-24,Jantar,Aveia com batata doce,"[""feijao"", ""pimenta-do-reino"", ""iogurte"", ""sal"", ""leite condensado"", ""couve""]",91
M0526,2025-06-25,Café,Macarrao com cebola,"[""alho"", ""sal"", ""batata"", ""cenoura"", ""queijo""]",109
M0527,2025-06-25,Almoço,Salsinha com batata doce,"[""tofu"", ""carne moida"", ""maca"", ""cogumelo""]",100
M0528,2025-06-25,Jantar,Fermento com maca,"[""cenoura"", ""maca"", ""salsinha"", ""molho de tomate"", ""brocolis"", ""camarao"", ""carne moida""]",107
M0529,2025-06-26,Café,Ervas Finas com leite,"[""lentilha"", ""creme de leite"", ""azeite"", ""macarrao""]",65
M0530,2025-06-26,Almoço,Carne Moida com frango,"[""aveia"", ""batata doce"", ""carne moida"", ""manga"", ""laranja""]",76
M0531,2025-06-26,Jantar,Beterraba com ervilha,"[""tofu"", ""milho"", ""brocolis"", ""alho"", ""feijao"", ""ervilha"", ""ervas finas""]",67
M0532,2025-06-27,Café,Salsinha com arroz,"[""farinha"", ""chocolate"", ""mamao"", ""macarrao""]",104
M0533,2025-06-27,Almoço,Carne Moida com iogurte,"[""tomate"", ""ervas finas"", ""cebola"", ""abacaxi""]",65
M0534,2025-06-27,Jantar,Tomate com fermento,"[""ervilha"", ""milho"", ""cogumelo"", ""feijao"", ""pimenta"", ""queijo"", ""salsinha""]",74
M0535,2025-06-28,Café,Peixe com farinha,"[""salsinha"", ""tomate"", ""tofu"", ""leite"", ""cebola"", ""ervas finas"", ""camarao""]",83
M0536,2025-06-28,Almoço,Arroz com manga,"[""abobrinha"", ""macarrao"", ""arroz"", ""manga"", ""abacaxi""]",85
M0537,2025-06-28,Jantar,Salsinha com manga,"[""cebola"", ""maca"", ""chocolate"", ""leite condensado""]",82
M0538,2025-06-29,Café,Maca com brocolis,"[""queijo"", ""ovo"", ""laranja"", ""mandioca"", ""aveia""]",72
M0539,2025-06-29,Almoço,Abobrinha com banana,"[""farinha"", ""batata doce"", ""lentilha"", ""camarao""]",95
M0540,2025-06-29,Jantar,Carne Moida com cebola,"[""aveia"", ""cenoura"", ""banana"", ""leite condensado""]",97
